timestamp,pulgar_ax,pulgar_ay,pulgar_az,pulgar_gx,pulgar_gy,pulgar_gz,indice_ax,indice_ay,indice_az,indice_gx,indice_gy,indice_gz,medio_ax,medio_ay,medio_az,medio_gx,medio_gy,medio_gz,anular_ax,anular_ay,anular_az,anular_gx,anular_gy,anular_gz,menique_ax,menique_ay,menique_az,menique_gx,menique_gy,menique_gz,gesto
1780982050.1169198,-0.784,-0.121,0.644,-1.076,1.756,-1.29,-0.642,-0.272,0.67,-6.725,0.198,-0.382,-0.255,-0.306,0.942,0.115,-0.435,0.061,-0.199,-0.316,0.988,2.176,6.618,-0.275,0.059,-0.344,0.816,-0.321,2.45,-0.229,btn_C
1780982050.2102091,-0.782,-0.118,0.642,-0.901,0.71,-0.618,-0.644,-0.267,0.663,-6.206,0.748,-0.824,-0.257,-0.308,0.943,0.13,-0.023,0.382,-0.202,-0.318,0.994,1.794,6.504,-0.947,0.052,-0.351,0.808,-0.687,0.466,-0.023,btn_C
1780982050.3146842,-0.785,-0.117,0.654,-0.656,0.656,-1.275,-0.64,-0.267,0.67,-6.252,0.137,-1.061,-0.257,-0.309,0.948,-0.939,-0.26,0.038,-0.199,-0.314,0.99,0.939,5.977,-1.107,0.068,-0.342,0.816,0.015,-1.176,1.168,btn_C
1780982050.4162483,-0.797,-0.118,0.644,0.611,2.092,0.435,-0.643,-0.267,0.677,-5.504,-1.588,0.664,-0.241,-0.313,0.954,-0.389,-0.656,0.634,-0.208,-0.32,0.991,2.42,4.824,-0.939,0.05,-0.346,0.807,-1.42,0.634,-0.977,btn_C
1780982050.527787,-0.805,-0.1,0.642,9.573,1.405,6.779,-0.618,-0.184,0.584,9.137,0.809,9.046,-0.231,-0.3,0.933,0.603,1.527,0.496,-0.173,-0.314,1.012,2.229,4.374,-0.588,0.069,-0.345,0.806,-2.611,2.649,-1.71,btn_C
1780982050.62231,-0.775,-0.008,0.556,10.122,2.412,1.122,-0.679,-0.26,0.877,-3.519,-9.626,4.481,-0.244,-0.341,1.102,-7.656,-0.496,-6.733,-0.182,-0.33,1.002,0.305,1.16,-1.061,0.064,-0.347,0.813,-3.779,8.405,-1.878,btn_C
1780982050.7250073,-0.775,-0.08,0.675,22.015,4.626,-1.107,-0.587,-0.127,0.62,4.634,7.718,16.084,-0.265,-0.187,0.689,-6.527,-1.756,0.473,-0.204,-0.303,0.996,2.626,5.481,-0.969,0.081,-0.339,0.811,-3.679,4.282,-0.947,btn_C
1780982050.8283272,-0.744,-0.011,0.567,17.786,8.107,-2.878,-0.55,-0.048,0.5,-6.153,2.252,-7.618,-0.224,-0.223,0.8,-17.153,-5.779,3.328,-0.192,-0.3,1.005,-1.252,7.008,-1.718,0.065,-0.327,0.802,-0.908,6.382,0.099,btn_C
1780982050.9312859,-0.582,0.06,0.411,66.26,-4.908,30.412,-0.342,0.196,0.065,8.351,-4.26,18.534,-0.095,-0.023,0.281,-38.198,-6.229,-3.153,-0.133,-0.252,1.013,-15.214,3.115,-1.702,0.098,-0.338,0.823,0.557,8.382,3.779,btn_C
1780982051.034276,-0.61,0.119,0.373,-3.71,-11.244,-8.298,-0.448,0.029,0.472,-33.466,0.55,-5.924,-0.002,-0.622,1.861,-31.794,-21.313,-4.817,-0.207,-0.335,1.019,-9.916,17.29,0.55,0.057,-0.336,0.802,-7.771,21.687,1.779,btn_C
